cliente_id,primeiro_nome,ultimo_nome,email,telefone,segmento_rfm,data_primeira_compra,data_ultima_compra,total_compras,lifetime_value,permite_email,permite_sms,permite_push,status_ativo,data_criacao
384,Ágatha,Moreira,ágatha.moreira929@terra.com.br,(11) 900000384,novo,,,0,0.0,True,False,False,True,2026-05-28 00:00:00+00:00
385,Matteo,Correia,matteo.correia104@hotmail.com,(55) 93735-1609,regular,2025-09-16,2026-06-18,4,524.37,True,False,False,True,2025-07-09 00:00:00+00:00
386,Josué,Vargas,josué.vargas610@live.com,(82) 99827-0808,dormant,2025-06-10,2025-06-10,1,452.42,False,True,False,True,2025-05-24 00:00:00+00:00
387,Luana,Pacheco,luana.pacheco936@live.com,(96) 92922-1699,premium,2025-06-15,2026-06-01,24,9354.68,True,False,True,True,2024-08-14 00:00:00+00:00
388,Aurora,Montenegro,aurora.montenegro641@outlook.com.br,(67) 99346-5472,regular,2026-02-07,2026-04-03,4,621.56,True,True,False,True,2025-08-11 00:00:00+00:00
389,João Guilherme,Jesus,joão guilherme.jesus849@icloud.com,(21) 98583-3394,regular,2025-12-11,2026-05-10,3,1388.45,True,False,False,True,2025-04-26 00:00:00+00:00
390,Catarina,Rocha,catarina.rocha772@yahoo.com.br,(11) 900000390,dormant,2025-07-15,2025-07-15,1,497.61,True,False,False,True,2024-12-30 00:00:00+00:00
391,Lara,Rocha,lara.rocha200@icloud.com,(17) 96081-0620,regular,2026-01-15,2026-06-02,4,1217.74,True,False,False,True,2025-05-20 00:00:00+00:00
392,Daniel,Costa,daniel.392@exemplo.com.br,(11) 900000392,regular,2025-07-01,2026-04-27,4,562.37,True,False,True,True,2025-02-16 00:00:00+00:00
393,Elisa,Machado,elisa.machado263@hotmail.com,(11) 900000393,premium,2024-11-07,2026-06-16,8,4469.17,True,True,False,True,2024-10-10 00:00:00+00:00
394,Lara,Viana,lara.viana366@terra.com.br,(11) 900000394,regular,2026-03-05,2026-05-04,3,1325.71,True,False,False,True,2025-09-08 00:00:00+00:00
395,Zoe,Sousa,zoe.sousa963@uol.com.br,(11) 900000395,premium,2025-10-15,2026-06-16,24,7209.15,True,False,True,True,2024-12-01 00:00:00+00:00
396,Gabriela,Aparecida,gabriela.aparecida87@outlook.com.br,(15) 98422-9405,dormant,2025-07-17,2025-07-17,1,378.72,True,False,False,True,2024-08-10 00:00:00+00:00
397,Maria Flor,Santos,maria flor.santos949@yahoo.com.br.br,(11) 900000397,regular,2025-08-27,2026-06-26,2,1429.95,False,False,False,True,2025-10-03 00:00:00+00:00
398,Ísis,Fogaça,ísis.fogaça756@hotmail.com,,regular,2025-11-07,2026-06-02,4,1389.16,True,True,False,True,2025-09-18 00:00:00+00:00
399,Anna Liz,Moura,anna liz.moura944@uol.com.br,(11) 900000399,regular,2025-09-11,2026-04-25,3,620.28,True,False,False,True,2025-06-18 00:00:00+00:00
400,Francisco,Ferreira,francisco.ferreira858@uol.com.br,(11) 900000400,dormant,2025-11-19,2025-11-19,1,129.72,True,False,True,True,2025-06-17 00:00:00+00:00
401,Antony,Camargo,antony.camargo630@terra.com.br,(77) 93993-0561,regular,2025-07-29,2026-06-01,4,1973.78,True,False,False,False,2025-04-26 00:00:00+00:00
402,Helena,da Cunha,helena.402@exemplo.com.br,(16) 90858-8770,premium,2025-06-30,2026-06-29,16,11777.67,False,True,True,True,2024-07-07 00:00:00+00:00
403,Ana Carolina,Rezende,ana carolina.rezende22@uol.com.br,(32) 98112-8801,regular,2026-03-08,2026-05-04,4,1447.19,True,True,False,True,2025-07-11 00:00:00+00:00
404,Otto,Rios,otto.rios265@uol.com.br,,regular,2025-08-30,2026-04-22,3,589.38,True,True,False,True,2025-08-23 00:00:00+00:00
405,Laís,,laís.caldeira387@uol.com.br,(73) 91207-5011,dormant,2025-11-28,2025-11-28,1,141.03,True,True,True,True,2024-02-04 00:00:00+00:00
406,Cauê,Cavalcanti,cauê.406@exemplo.com.br,(11) 900000406,regular,2025-11-17,2026-04-04,2,538.71,True,True,False,True,2025-09-18 00:00:00+00:00
407,Ana Vitória,Almeida,ana vitória.407@exemplo.com.br,(11) 900000407,premium,2026-01-01,2026-06-20,21,10392.44,True,False,False,True,2024-03-02 00:00:00+00:00
408,Milena,Caldeira,milena.caldeira494@bol.com.br,(22) 99147-6607,novo,,,0,0.0,True,False,True,True,2026-06-18 00:00:00+00:00
409,Levi,Nascimento,levi.nascimento555@uol.com.br,(11) 900000409,premium,2025-02-17,2026-06-05,22,10741.07,True,False,False,True,2025-04-05 00:00:00+00:00
410,João Miguel,Campos,joão miguel.410@exemplo.com.br,(11) 900000410,premium,2024-08-02,2026-06-14,20,14437.37,True,False,False,True,2024-04-30 00:00:00+00:00
411,Catarina,Cunha,catarina.cunha970@outlook.com.br,(97) 92223-9431,dormant,2024-08-25,2024-08-25,1,263.79,True,False,True,True,2025-03-14 00:00:00+00:00
412,Luiz Miguel,Rios,luiz miguel.rios557@gmail.com,(83) 98141-4139,dormant,2024-10-19,2024-10-19,1,229.7,True,True,False,True,2024-02-20 00:00:00+00:00
413,Mariah,Farias,mariah.farias692@terra.com.br,(11) 900000413,regular,2025-12-24,2026-05-21,2,1935.8,True,False,False,True,2025-07-16 00:00:00+00:00
414,Manuella,Farias,manuella.farias685@bol.com.br,(11) 900000414,dormant,2025-06-02,2025-06-02,1,121.43,True,False,False,True,2025-04-12 00:00:00+00:00
415,Thales,Viana,thales.viana875@uol.com.br,(73) 94525-7775,regular,2025-11-07,2026-04-04,3,1908.0,True,False,False,True,2025-02-21 00:00:00+00:00
416,Ana Laura,Mendonça,ana laura.mendonça435@icloud.com,(11) 900000416,premium,2025-01-20,2026-06-24,22,2563.1,True,False,True,True,2024-07-24 00:00:00+00:00
417,Eduardo,Siqueira,eduardo.siqueira343@hotmail.com,(11) 900000417,dormant,2024-11-27,2024-11-27,1,460.38,True,False,False,True,2025-06-08 00:00:00+00:00
418,Vicente,Nogueira,vicente.nogueira941@icloud.com,(85) 92563-9427,regular,2025-08-20,2026-06-06,3,1912.21,True,False,False,True,2025-09-15 00:00:00+00:00
419,Melissa,Moraes,melissa.moraes429@hotmail.com.br,(61) 95803-9282,novo,,,0,0.0,True,True,False,True,2026-05-06 00:00:00+00:00
420,Maitê,Castro,maitê.castro499@yahoo.com.br,(11) 900000420,regular,2025-08-09,2026-05-06,3,771.18,True,False,False,True,2025-08-31 00:00:00+00:00
421,Ester,da Conceição,ester.daconceição287@gmail.com,(11) 900000421,dormant,2025-04-03,2025-04-03,1,283.13,True,False,False,True,2024-06-20 00:00:00+00:00
422,Gustavo,Santos,gustavo.santos272@icloud.com,(14) 94989-2665,dormant,2025-10-25,2025-10-25,1,300.83,True,True,True,True,2024-11-01 00:00:00+00:00
423,Eduardo,Moreira,eduardo.moreira189@bol.com.br,(49) 93865-5779,premium,2025-06-25,2026-06-16,12,10300.35,True,False,True,False,2024-02-01 00:00:00+00:00
424,Anthony Gabriel,Montenegro,anthony gabriel.montenegro549@yahoo.com.br,(74) 92318-4322,regular,2025-11-23,2026-05-05,2,1640.01,True,True,False,True,2025-08-05 00:00:00+00:00
425,Levi,Fonseca,levi.fonseca735@hotmail.com,(11) 900000425,regular,2025-10-01,2026-04-10,3,992.84,True,False,False,True,2025-05-27 00:00:00+00:00
426,Lorenzo,Ramos,lorenzo.ramos587@outlook.com.br,(11) 900000426,regular,2025-11-09,2026-04-03,2,848.34,True,True,True,True,2025-09-19 00:00:00+00:00
427,Bruno,Oliveira,bruno.oliveira467@yahoo.com.br,(11) 900000427,novo,,,0,0.0,True,False,False,True,2026-05-24 00:00:00+00:00
428,Alice,Barros,alice.barros703@uol.com.br,(77) 99772-3692,dormant,2024-07-29,2024-07-29,1,442.09,True,True,False,True,2024-01-07 00:00:00+00:00
429,Luiz Otávio,Pinto,luiz otávio.pinto686@icloud.com,(11) 92579-9136,regular,2026-01-17,2026-05-23,3,865.36,True,True,False,True,2025-03-29 00:00:00+00:00
430,Helena,Cardoso,helena.cardoso788@hotmail.com,(11) 900000430,dormant,2025-02-09,2025-02-09,1,402.45,True,False,False,True,2024-12-27 00:00:00+00:00
431,Maria Laura,Pimenta,maria laura.pimenta1@gmail.com.br,(94) 91172-9806,regular,2026-01-05,2026-05-20,3,632.23,True,False,False,True,2025-06-03 00:00:00+00:00
432,Rebeca,Leão,rebeca.leão739@terra.com.br,(11) 900000432,regular,2025-12-24,2026-06-16,4,1564.08,True,False,False,True,2025-01-24 00:00:00+00:00
433,Gael Henrique,Lima,gael henrique.lima498@yahoo.com.br,,dormant,2025-04-06,2025-04-06,1,482.64,True,False,True,True,2024-11-01 00:00:00+00:00
434,Thomas,Mendes,thomas.mendes928@uol.com.br,(11) 900000434,dormant,2026-01-01,2026-01-01,1,460.18,True,False,False,True,2024-01-07 00:00:00+00:00
435,Rebeca,Campos,rebeca.campos927@icloud.com,(11) 900000435,regular,2025-09-05,2026-04-13,2,707.56,True,False,False,True,2025-07-07 00:00:00+00:00
436,Thiago,da Luz,thiago.daluz634@icloud.com.br,(68) 99594-6368,regular,2025-11-23,2026-06-26,4,1187.04,True,True,False,True,2025-07-11 00:00:00+00:00
437,Maria Sophia,,maria sophia.cavalcanti819@terra.com.br,,regular,2025-09-29,2026-04-25,2,1128.04,True,False,False,True,2025-01-12 00:00:00+00:00
438,Maria Sophia,da Cunha,maria sophia.dacunha609@bol.com.br,(41) 96213-7213,dormant,2025-09-27,2025-09-27,1,467.96,True,False,False,True,2024-02-09 00:00:00+00:00
439,Nicole,Guerra,nicole.guerra105@terra.com.br,(11) 900000439,dormant,2025-02-18,2025-02-18,1,463.03,True,True,False,True,2024-03-29 00:00:00+00:00
440,Felipe,Azevedo,felipe.azevedo113@bol.com.br,(11) 900000440,premium,2025-10-15,2026-06-12,11,12595.94,False,True,False,True,2025-01-05 00:00:00+00:00
441,Allana,Silva,allana.silva296@gmail.com,(11) 900000441,regular,2026-02-09,2026-06-01,3,1307.59,False,False,False,True,2025-09-25 00:00:00+00:00
442,Nina,Moreira,nina.moreira934@uol.com.br,(11) 900000442,regular,2026-03-09,2026-05-14,3,861.75,True,False,False,True,2025-07-13 00:00:00+00:00
443,Clarice,Rios,clarice.rios126@outlook.com.br,(63) 99380-1184,regular,2026-03-02,2026-05-31,2,1305.56,True,True,False,True,2025-06-14 00:00:00+00:00
444,Cecília,Ferreira,cecília.ferreira963@bol.com.br,(11) 900000444,dormant,2024-09-07,2024-09-07,1,105.73,True,True,False,True,2025-03-14 00:00:00+00:00
445,Joana,Montenegro,joana.montenegro949@hotmail.com,(11) 900000445,novo,,,0,0.0,True,False,False,True,2026-05-03 00:00:00+00:00
446,Theodoro,Sales,theodoro.sales889@live.com,(49) 99735-7790,novo,,,0,0.0,True,False,False,True,2026-05-15 00:00:00+00:00
447,Maria Luísa,Camargo,maria luísa.camargo327@bol.com.br,(11) 900000447,regular,2025-11-28,2026-04-10,3,751.35,True,True,False,True,2025-05-17 00:00:00+00:00
448,Antony,Sampaio,antony.sampaio914@bol.com.br,(11) 900000448,regular,2026-02-17,2026-06-03,2,559.72,True,False,True,True,2024-12-26 00:00:00+00:00
449,Ana Sophia,Fogaça,ana sophia.fogaça890@uol.com.br,(12) 92373-3343,dormant,2025-02-02,2025-02-02,1,491.57,True,False,False,True,2025-02-02 00:00:00+00:00
450,Raul,Costa,raul.costa314@uol.com.br,(44) 92111-7908,regular,2025-12-18,2026-06-29,3,1886.11,True,False,False,True,2025-08-04 00:00:00+00:00
451,Bryan,Mendes,bryan.451@exemplo.com.br,(28) 97947-2846,dormant,2025-06-25,2025-06-25,1,241.7,True,False,True,True,2025-05-11 00:00:00+00:00
452,Pedro Miguel,Sá,pedro miguel.sá442@yahoo.com.br,(11) 900000452,regular,2025-07-05,2026-04-02,3,1825.53,True,False,False,True,2025-03-03 00:00:00+00:00
453,Luiz Fernando,Marques,luiz fernando.marques117@hotmail.com,(98) 97500-3691,dormant,2024-11-04,2024-11-04,1,86.26,True,False,True,False,2024-07-05 00:00:00+00:00
454,Aylla,Fonseca,aylla.fonseca649@bol.com.br.br,(11) 900000454,regular,2025-12-29,2026-05-21,2,742.54,True,False,False,True,2025-03-15 00:00:00+00:00
455,Léo,Monteiro,léo.455@exemplo.com.br,(11) 900000455,novo,,,0,0.0,True,True,False,False,2026-03-23 00:00:00+00:00
456,João,Oliveira,joão.oliveira559@uol.com.br,(11) 900000456,regular,2025-10-29,2026-06-15,2,971.07,True,True,False,True,2025-01-30 00:00:00+00:00
457,Maria Júlia,Albuquerque,maria júlia.albuquerque693@yahoo.com.br.br,(67) 97288-5744,novo,,,0,0.0,True,False,False,True,2026-02-11 00:00:00+00:00
458,Calebe,Gonçalves,calebe.458@exemplo.com.br,(11) 900000458,dormant,2025-11-17,2025-11-17,1,407.27,True,False,True,True,2024-09-07 00:00:00+00:00
459,Eloah,Fonseca,eloah.fonseca144@icloud.com,(11) 900000459,premium,2025-08-07,2026-06-14,11,6640.77,True,False,False,True,2025-04-26 00:00:00+00:00
460,Stephany,Cavalcanti,stephany.cavalcanti575@bol.com.br,(43) 95877-1694,dormant,2024-09-30,2024-09-30,1,289.11,True,False,True,True,2024-02-08 00:00:00+00:00
461,Maria Fernanda,Pires,maria fernanda.pires610@yahoo.com.br,(11) 900000461,dormant,2024-10-02,2024-10-02,1,279.94,True,False,True,True,2025-04-10 00:00:00+00:00
462,Caroline,da Conceição,caroline.daconceição899@terra.com.br,(31) 94496-4759,regular,2026-01-14,2026-06-14,3,1783.33,True,False,False,True,2025-04-25 00:00:00+00:00
463,Raquel,Machado,raquel.machado246@outlook.com.br,(11) 900000463,premium,2024-09-09,2026-06-14,23,4492.57,True,True,False,True,2025-06-17 00:00:00+00:00
464,Isabella,Caldeira,isabella.caldeira192@hotmail.com,(11) 900000464,dormant,2025-03-15,2025-03-15,1,382.94,True,False,False,True,2025-06-27 00:00:00+00:00
465,Vinicius,Pinto,vinicius.pinto840@yahoo.com.br,(11) 900000465,regular,2026-03-19,2026-06-16,2,1153.09,True,False,False,True,2025-01-11 00:00:00+00:00
466,Sara,Cavalcante,sara.cavalcante958@gmail.com,(11) 900000466,dormant,2024-08-04,2024-08-04,1,267.02,True,True,True,True,2024-06-04 00:00:00+00:00
467,João Gabriel,Sampaio,joão gabriel.sampaio330@icloud.com,(11) 900000467,premium,2025-04-10,2026-06-05,12,6269.01,True,False,False,True,2025-07-04 00:00:00+00:00
468,Cecilia,Mendes,cecilia.mendes477@icloud.com,(11) 900000468,dormant,2024-10-21,2024-10-21,1,278.01,True,True,True,True,2024-11-12 00:00:00+00:00
469,Antônio,Abreu,antônio.469@exemplo.com.br,(11) 900000469,regular,2025-11-08,2026-05-10,3,1004.49,True,False,True,True,2025-02-04 00:00:00+00:00
470,Antony,Vargas,antony.vargas39@outlook.com.br,(18) 99308-5368,regular,2025-08-25,2026-05-04,4,1674.5,True,False,False,True,2025-02-02 00:00:00+00:00
471,Luiza,Gonçalves,luiza.gonçalves794@uol.com.br,(11) 900000471,dormant,2025-11-06,2025-11-06,1,406.37,True,False,True,True,2025-01-07 00:00:00+00:00
472,Yago,da Paz,yago.dapaz687@icloud.com,(12) 96312-2417,novo,,,0,0.0,True,False,False,True,2026-03-25 00:00:00+00:00
473,Marcela,da Mata,marcela.damata684@live.com,(11) 900000473,regular,2025-11-14,2026-04-25,4,1649.89,True,False,False,True,2025-04-01 00:00:00+00:00
474,Alexia,da Mata,alexia.damata862@yahoo.com.br,(74) 90312-0735,dormant,2025-02-26,2025-02-26,1,391.0,True,False,False,True,2025-02-16 00:00:00+00:00
475,Laura,das Neves,laura.dasneves13@live.com,(48) 97051-2046,dormant,2025-04-27,2025-04-27,1,149.14,True,False,True,True,2024-10-24 00:00:00+00:00
476,Diego,Nogueira,diego.nogueira997@live.com,(11) 900000476,dormant,2025-06-12,2025-06-12,1,432.93,False,True,True,True,2025-06-20 00:00:00+00:00
477,Thales,Sousa,thales.sousa820@gmail.com,(11) 900000477,regular,2025-11-10,2026-06-23,2,974.32,True,False,False,True,2025-08-25 00:00:00+00:00
478,Liam,Pires,liam.pires620@gmail.com,(99) 91474-3503,regular,2025-08-08,2026-05-21,2,1993.27,True,False,True,True,2025-05-06 00:00:00+00:00
479,Henry Gabriel,da Costa,henry gabriel.dacosta300@outlook.com.br,(33) 90249-1630,dormant,2025-01-14,2025-01-14,1,417.49,True,True,False,True,2024-02-01 00:00:00+00:00
480,Bryan,Pacheco,bryan.pacheco845@live.com,(11) 900000480,premium,2025-10-19,2026-06-20,17,10796.02,True,False,True,True,2024-05-10 00:00:00+00:00
481,Dante,Araújo,dante.araújo377@terra.com.br,(11) 900000481,novo,,,0,0.0,True,False,False,True,2026-05-23 00:00:00+00:00
482,Luna,Siqueira,luna.siqueira804@uol.com.br,(11) 900000482,novo,,,0,0.0,True,False,True,True,2026-04-08 00:00:00+00:00
483,Ana Beatriz,Nogueira,ana beatriz.nogueira226@live.com,(11) 900000483,novo,,,0,0.0,True,False,False,True,2026-01-04 00:00:00+00:00
484,Lorenzo,Azevedo,lorenzo.azevedo866@icloud.com,(11) 900000484,novo,,,0,0.0,True,False,True,True,2026-06-16 00:00:00+00:00
485,Gabrielly,Siqueira,gabrielly.siqueira90@yahoo.com.br,(11) 900000485,dormant,2025-08-05,2025-08-05,1,349.13,True,False,False,False,2025-02-24 00:00:00+00:00
486,Mateus,Moura,mateus.moura991@live.com,(11) 900000486,dormant,2025-11-12,2025-11-12,1,387.65,True,False,True,True,2024-06-21 00:00:00+00:00
487,Davi Luiz,Aparecida,davi luiz.aparecida926@yahoo.com.br,(11) 900000487,novo,,,0,0.0,True,True,False,True,2026-04-23 00:00:00+00:00
488,Hellena,Ribeiro,hellena.ribeiro863@live.com,(11) 900000488,regular,2026-01-08,2026-04-12,3,1739.7,True,False,False,True,2025-05-06 00:00:00+00:00
489,Emanuel,Martins,emanuel.martins402@gmail.com,(45) 98650-9480,novo,,,0,0.0,True,True,False,True,2026-06-13 00:00:00+00:00
490,Diego,da Rosa,diego.darosa546@hotmail.com,(11) 900000490,regular,2026-02-19,2026-05-20,4,1982.19,True,False,True,True,2025-02-15 00:00:00+00:00
491,Sara,Ribeiro,sara.ribeiro604@uol.com.br,(11) 900000491,premium,2025-11-14,2026-06-21,18,4395.92,True,False,False,True,2025-02-11 00:00:00+00:00
492,Gustavo Henrique,,gustavo henrique.cavalcante484@yahoo.com.br,(62) 98528-9755,regular,2025-12-26,2026-04-29,2,1642.83,True,True,False,True,2025-02-25 00:00:00+00:00
493,Ísis,Duarte,ísis.duarte219@terra.com.br,(65) 96593-9836,novo,,,0,0.0,True,True,False,True,2026-05-07 00:00:00+00:00
494,Ísis,Souza,ísis.souza789@bol.com.br,(45) 97760-0490,novo,,,0,0.0,True,False,True,True,2026-02-26 00:00:00+00:00
495,Rafaela,Carvalho,rafaela.carvalho323@bol.com.br,(11) 900000495,dormant,2025-11-08,2025-11-08,1,210.99,True,True,False,True,2024-04-26 00:00:00+00:00
496,Leonardo,Brito,leonardo.brito497@gmail.com,(82) 95224-5933,regular,2025-07-01,2026-04-08,2,1437.82,True,True,False,False,2025-06-08 00:00:00+00:00
497,Théo,da Rosa,théo.darosa612@hotmail.com,(62) 99315-7279,regular,2025-07-30,2026-04-20,2,1993.13,True,False,False,True,2025-07-15 00:00:00+00:00
498,Gabriel,Peixoto,gabriel.peixoto285@bol.com.br,(11) 900000498,premium,2025-08-09,2026-06-20,23,3348.83,True,False,True,True,2025-05-10 00:00:00+00:00
499,Isaque,Vargas,isaque.vargas288@uol.com.br,(11) 900000499,premium,2024-11-09,2026-06-08,19,2421.06,True,True,False,True,2024-12-07 00:00:00+00:00
500,Kaique,Duarte,kaique.duarte96@icloud.com,(11) 900000500,regular,2026-03-06,2026-06-12,3,1168.28,True,False,False,True,2025-04-20 00:00:00+00:00
501,Pedro Miguel,Lopes,pedro miguel.lopes508@bol.com.br,(55) 92251-7908,dormant,2024-08-26,2024-08-26,1,227.52,True,True,False,True,2024-12-18 00:00:00+00:00
502,Isabelly,da Luz,isabelly.daluz409@hotmail.com,(62) 98622-7837,novo,,,0,0.0,True,False,False,True,2026-05-30 00:00:00+00:00
503,Isabela,Rezende,isabela.rezende135@uol.com.br,(11) 900000503,dormant,2025-08-22,2025-08-22,1,270.96,False,True,False,True,2025-01-09 00:00:00+00:00
504,Júlia,Lima,júlia.lima17@terra.com.br,(42) 93559-0425,regular,2025-07-24,2026-05-27,3,504.06,True,True,False,True,2025-03-20 00:00:00+00:00
505,Luísa,Pinto,luísa.pinto357@yahoo.com.br,(74) 90335-2110,dormant,2025-06-02,2025-06-02,1,147.91,True,False,False,True,2025-04-23 00:00:00+00:00
506,Ryan,Pinto,ryan.pinto138@yahoo.com.br,(17) 90514-7705,regular,2025-09-03,2026-04-22,2,906.71,True,False,True,True,2025-02-27 00:00:00+00:00
507,Otto,Sousa,otto.507@exemplo.com.br,,regular,2026-02-05,2026-04-02,3,1037.99,True,True,False,True,2024-12-12 00:00:00+00:00
508,Otávio,Costela,otávio.costela849@icloud.com,(99) 94879-2069,regular,2026-01-26,2026-05-09,2,1666.58,True,False,False,True,2025-04-16 00:00:00+00:00
509,Sara,Aparecida,sara.aparecida581@bol.com.br,(11) 900000509,dormant,2024-08-27,2024-08-27,1,494.32,True,False,False,True,2024-10-11 00:00:00+00:00
510,Davi Luiz,,davi luiz.gomes888@bol.com.br,(45) 91046-3681,dormant,2025-09-07,2025-09-07,1,310.69,True,True,False,False,2025-01-03 00:00:00+00:00
511,Ana Vitória,Mendonça,ana vitória.mendonça70@icloud.com,(11) 900000511,regular,2025-09-15,2026-05-22,2,579.08,True,False,False,True,2025-05-12 00:00:00+00:00
512,Sofia,das Neves,sofia.dasneves852@terra.com.br,(91) 96205-5543,regular,2025-10-19,2026-05-12,2,1751.49,True,True,False,True,2025-08-13 00:00:00+00:00
513,Melissa,da Mota,melissa.damota755@gmail.com,(11) 900000513,premium,2025-03-08,2026-06-12,14,5446.47,True,False,False,True,2025-04-10 00:00:00+00:00
514,João Guilherme,Borges,joão guilherme.borges827@outlook.com.br,(99) 99363-9264,regular,2025-11-05,2026-06-06,2,693.63,True,False,False,True,2025-03-29 00:00:00+00:00
515,Bella,Machado,bella.machado550@icloud.com,(11) 900000515,premium,2025-05-23,2026-06-04,6,14603.38,True,True,True,True,2024-07-20 00:00:00+00:00
516,João Gabriel,Lopes,joão gabriel.lopes64@yahoo.com.br,(11) 900000516,regular,2025-09-11,2026-06-03,4,536.97,True,False,False,True,2025-09-13 00:00:00+00:00
517,Bento,Teixeira,bento.teixeira447@terra.com.br,(65) 96474-2312,dormant,2025-03-27,2025-03-27,1,342.58,True,False,False,True,2025-05-24 00:00:00+00:00
518,Léo,Alves,léo.alves581@bol.com.br,(11) 900000518,dormant,2025-05-17,2025-05-17,1,258.63,True,False,False,True,2024-12-29 00:00:00+00:00
519,Milena,Pereira,milena.pereira387@live.com,(48) 92677-2233,regular,2025-08-15,2026-06-04,3,1725.34,True,False,False,False,2025-07-24 00:00:00+00:00
520,Benício,Jesus,benício.520@exemplo.com.br,(13) 96333-1279,premium,2024-10-21,2026-06-03,15,3000.6,True,False,True,True,2025-04-07 00:00:00+00:00
521,Mariana,Sales,mariana.sales832@terra.com.br,(82) 93660-9656,regular,2025-07-28,2026-06-10,4,1446.57,True,False,False,True,2025-01-13 00:00:00+00:00
522,Stella,Moura,stella.moura797@gmail.com,(99) 91770-3886,premium,2024-07-02,2026-06-08,8,4447.02,True,False,False,True,2024-05-25 00:00:00+00:00
523,Bruno,Novais,bruno.novais505@outlook.com.br,(98) 90347-6447,regular,2026-01-02,2026-06-01,4,1992.16,True,False,True,True,2024-12-03 00:00:00+00:00
524,Lucas Gabriel,Lima,lucas gabriel.lima283@bol.com.br,(11) 900000524,regular,2025-11-24,2026-04-04,3,1514.29,True,True,False,True,2025-05-04 00:00:00+00:00
525,Zoe,Carvalho,zoe.carvalho599@outlook.com.br,(65) 95702-7937,dormant,2024-11-24,2024-11-24,1,352.77,True,False,False,True,2025-03-25 00:00:00+00:00
526,Fernando,da Cunha,fernando.dacunha105@terra.com.br,(11) 900000526,premium,2025-05-31,2026-06-08,18,12069.44,False,False,False,True,2024-03-01 00:00:00+00:00
527,Nina,Pimenta,nina.pimenta16@yahoo.com.br,(49) 98602-5922,novo,,,0,0.0,True,False,True,True,2026-05-24 00:00:00+00:00
528,João Vitor,Cavalcanti,joão vitor.cavalcanti397@gmail.com,(67) 94474-2123,novo,,,0,0.0,True,False,True,True,2026-04-13 00:00:00+00:00
529,André,Pinto,andré.pinto161@bol.com.br,(11) 900000529,regular,2025-11-21,2026-06-10,4,808.43,True,False,False,True,2025-06-09 00:00:00+00:00
530,Pedro Henrique,Pastor,pedro henrique.pastor439@live.com,(81) 96719-9038,regular,2025-11-25,2026-05-10,3,1269.89,True,True,True,True,2025-09-12 00:00:00+00:00
531,Agatha,Pinto,agatha.pinto466@icloud.com,(11) 900000531,premium,2025-10-28,2026-06-09,13,6756.69,True,False,False,True,2024-06-17 00:00:00+00:00
532,Ana Cecília,Farias,ana cecília.farias243@hotmail.com,(11) 900000532,regular,2026-03-31,2026-05-13,3,1012.62,True,False,False,True,2025-02-08 00:00:00+00:00
533,Luiz Gustavo,Marques,luiz gustavo.marques297@terra.com.br,(11) 900000533,novo,,,0,0.0,True,False,False,True,2026-03-23 00:00:00+00:00
534,Davi Lucca,da Rocha,davi lucca.darocha106@live.com,(11) 900000534,regular,2025-11-16,2026-05-12,4,762.17,True,False,False,True,2025-06-26 00:00:00+00:00
535,Danilo,Caldeira,danilo.caldeira682@icloud.com,,regular,2025-08-03,2026-05-04,2,949.33,True,True,True,True,2025-04-15 00:00:00+00:00
536,Erick,Mendes,erick.mendes874@bol.com.br,(69) 99548-9952,regular,2025-12-11,2026-04-02,4,766.03,True,False,False,True,2025-03-22 00:00:00+00:00
537,Maysa,Moreira,maysa.moreira581@live.com,(92) 92934-3010,dormant,2025-12-01,2025-12-01,1,483.96,True,False,False,True,2024-09-20 00:00:00+00:00
538,Maria Flor,Pires,maria flor.pires922@hotmail.com,(11) 900000538,regular,2026-03-08,2026-05-10,4,1444.53,True,False,False,False,2025-05-16 00:00:00+00:00
539,Antônio,Porto,antônio.porto31@uol.com.br,(16) 94144-8850,premium,2025-11-05,2026-06-20,6,5168.21,True,False,False,True,2024-08-10 00:00:00+00:00
540,Ian,Rodrigues,ian.rodrigues567@terra.com.br.br,(38) 96990-2355,premium,2025-08-29,2026-06-06,7,8168.94,True,False,True,True,2024-12-20 00:00:00+00:00
541,Maria Luiza,Melo,maria luiza.melo986@gmail.com,(11) 900000541,dormant,2025-03-30,2025-03-30,1,332.05,True,False,False,True,2024-03-02 00:00:00+00:00
542,Raquel,da Rosa,raquel.darosa281@terra.com.br,(11) 900000542,novo,,,0,0.0,True,False,False,False,2026-03-16 00:00:00+00:00
543,Camila,Garcia,camila.garcia896@icloud.com,(11) 900000543,dormant,2025-07-17,2025-07-17,1,387.74,True,False,True,True,2024-11-19 00:00:00+00:00
544,Benício,da Mata,benício.damata732@outlook.com.br,,regular,2026-03-11,2026-04-12,2,1123.44,False,False,False,True,2025-01-08 00:00:00+00:00
545,Erick,Monteiro,erick.monteiro717@uol.com.br,(48) 97438-4215,premium,2024-11-06,2026-06-28,20,8316.51,True,True,False,True,2024-07-02 00:00:00+00:00
546,Breno,Vasconcelos,breno.vasconcelos785@uol.com.br,(11) 900000546,dormant,2025-10-24,2025-10-24,1,160.62,True,False,True,True,2025-02-06 00:00:00+00:00
547,Maria Sophia,Siqueira,maria sophia.siqueira104@icloud.com,(27) 95218-2307,novo,,,0,0.0,True,False,False,True,2026-05-21 00:00:00+00:00
